Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Sweden,SWE,2085,,4102.066,,Stockholm
Sweden,SWE,2090,,4106.839,,Stockholm
Sweden,SWE,2095,,3964.839,,Stockholm
Sweden,SWE,2100,,3962.7332,,Stockholm
Switzerland,CHE,1975,3526.3774,,Bern,
Switzerland,CHE,1980,3426.962,,Bern,
Switzerland,CHE,1985,3634.4924,,Bern,
Switzerland,CHE,1990,3835.5063,,Bern,
Switzerland,CHE,1995,3715.272,,Bern,
Switzerland,CHE,2000,3596.7058,,Bern,
Switzerland,CHE,2005,3609.5708,,Bern,
Switzerland,CHE,2010,3591.2493,,Bern,
Switzerland,CHE,2015,3620.468,,Bern,
Switzerland,CHE,2020,3639.6003,3639.6003,Bern,Bern
Switzerland,CHE,2025,,3691.359,,Bern
Switzerland,CHE,2030,,3762.9683,,Bern
Switzerland,CHE,2035,,3803.81,,Bern
Switzerland,CHE,2040,,3827.3408,,Bern
Switzerland,CHE,2045,,3846.446,,Bern
Switzerland,CHE,2050,,3860.5005,,Bern
Switzerland,CHE,2055,,3703.048,,Bern
Switzerland,CHE,2060,,3696.198,,Bern
Switzerland,CHE,2065,,3686.7546,,Bern
Switzerland,CHE,2070,,3680.0408,,Bern
Switzerland,CHE,2075,,3671.495,,Bern
Switzerland,CHE,2080,,3667.9675,,Bern
Switzerland,CHE,2085,,3662.4436,,Bern
Switzerland,CHE,2090,,3666.1545,,Bern
Switzerland,CHE,2095,,3672.3662,,Bern
Switzerland,CHE,2100,,3684.186,,Bern
Syria,SYR,1975,7611.0366,,Damascus,
Syria,SYR,1980,8653.691,,Damascus,
Syria,SYR,1985,8963.802,,Damascus,
Syria,SYR,1990,9356.375,,Damascus,
Syria,SYR,1995,9928.663,,Damascus,
Syria,SYR,2000,10709.68,,Damascus,
Syria,SYR,2005,10420.983,,Damascus,
Syria,SYR,2010,11815.645,,Damascus,
Syria,SYR,2015,11411.9795,,Damascus,
Syria,SYR,2020,12009.87,12009.87,Damascus,Damascus
Syria,SYR,2025,,11588.502,,Damascus
Syria,SYR,2030,,11072.998,,Damascus
Syria,SYR,2035,,11402.094,,Damascus
Syria,SYR,2040,,11284.648,,Damascus
Syria,SYR,2045,,11564.163,,Damascus
Syria,SYR,2050,,11821.755,,Damascus
Syria,SYR,2055,,11820.831,,Damascus
Syria,SYR,2060,,11620.101,,Damascus
Syria,SYR,2065,,11534.385,,Damascus
Syria,SYR,2070,,11338.185,,Damascus
Syria,SYR,2075,,11395.178,,Damascus
Syria,SYR,2080,,11396.953,,Damascus
Syria,SYR,2085,,11362.836,,Damascus
Syria,SYR,2090,,11280.888,,Damascus
Syria,SYR,2095,,11266.877,,Damascus
Syria,SYR,2100,,11247.6,,Damascus
Taiwan,TWN,1975,7471.861,,Taipei,
Taiwan,TWN,1980,8473.689,,Taipei,
Taiwan,TWN,1985,8393.829,,Taipei,
Taiwan,TWN,1990,9182.756,,Taipei,
Taiwan,TWN,1995,9153.131,,Taipei,
Taiwan,TWN,2000,9259.762,,Taipei,
Taiwan,TWN,2005,9210.007,,Taipei,
Taiwan,TWN,2010,9445.001,,Taipei,
Taiwan,TWN,2015,9583.231,,Taipei,
Taiwan,TWN,2020,9823.166,9823.166,Taipei,Taipei
Taiwan,TWN,2025,,9751.112,,Taipei
Taiwan,TWN,2030,,9662.319,,Taipei
Taiwan,TWN,2035,,9519.66,,Taipei
Taiwan,TWN,2040,,9361.34,,Taipei
Taiwan,TWN,2045,,9110.153,,Taipei
Taiwan,TWN,2050,,8878.007,,Taipei
Taiwan,TWN,2055,,8636.39,,Taipei
Taiwan,TWN,2060,,8270.928,,Taipei
Taiwan,TWN,2065,,7883.35,,Taipei
Taiwan,TWN,2070,,7483.3994,,Taipei
Taiwan,TWN,2075,,7301.1704,,Taipei
Taiwan,TWN,2080,,7057.2056,,Taipei
Taiwan,TWN,2085,,6741.596,,Taipei
Taiwan,TWN,2090,,6632.61,,Taipei
Taiwan,TWN,2095,,6403.719,,Taipei
Taiwan,TWN,2100,,6186.8047,,Taipei
Tajikistan,TJK,1975,6776.9155,,Dushanbe,
Tajikistan,TJK,1980,7417.018,,Dushanbe,
Tajikistan,TJK,1985,7730.5435,,Dushanbe,
Tajikistan,TJK,1990,8216.891,,Dushanbe,
Tajikistan,TJK,1995,7272.3438,,Dushanbe,
Tajikistan,TJK,2000,6951.398,,Dushanbe,
Tajikistan,TJK,2005,7333.5366,,Dushanbe,
Tajikistan,TJK,2010,7017.7183,,Dushanbe,
Tajikistan,TJK,2015,7175.6377,,Dushanbe,
Tajikistan,TJK,2020,7605.4595,7605.4595,Dushanbe,Dushanbe
Tajikistan,TJK,2025,,7704.7456,,Dushanbe
Tajikistan,TJK,2030,,7135.3726,,Dushanbe
Tajikistan,TJK,2035,,7337.624,,Dushanbe
Tajikistan,TJK,2040,,7437.6284,,Dushanbe
Tajikistan,TJK,2045,,7147.3975,,Dushanbe
Tajikistan,TJK,2050,,6470.784,,Dushanbe
Tajikistan,TJK,2055,,6386.734,,Dushanbe
Tajikistan,TJK,2060,,6334.883,,Dushanbe
Tajikistan,TJK,2065,,6219.0474,,Dushanbe
Tajikistan,TJK,2070,,6145.687,,Dushanbe
Tajikistan,TJK,2075,,6130.1255,,Dushanbe
Tajikistan,TJK,2080,,6151.552,,Dushanbe
Tajikistan,TJK,2085,,6195.194,,Dushanbe
Tajikistan,TJK,2090,,6228.586,,Dushanbe
Tajikistan,TJK,2095,,6224.6777,,Dushanbe
Tajikistan,TJK,2100,,6226.098,,Dushanbe
Tanzania,TZA,1985,2665.523,,Dodoma,
Tanzania,TZA,1990,2558.4116,,Dodoma,
Tanzania,TZA,1995,2758.0603,,Dodoma,
Tanzania,TZA,2000,2853.725,,Dodoma,
Tanzania,TZA,2005,3124.2673,,Dodoma,
Tanzania,TZA,2010,3321.5095,,Dodoma,
Tanzania,TZA,2015,3230.4756,,Dodoma,
Tanzania,TZA,2020,3169.4834,3169.4834,Dodoma,Dodoma
Tanzania,TZA,2025,,3321.5645,,Dodoma
Tanzania,TZA,2030,,3534.1526,,Dodoma
Tanzania,TZA,2035,,3784.0498,,Dodoma
Tanzania,TZA,2040,,3850.6326,,Dodoma
Tanzania,TZA,2045,,4083.1501,,Dodoma
Tanzania,TZA,2050,,4203.358,,Dodoma
Tanzania,TZA,2055,,4180.802,,Dodoma
Tanzania,TZA,2060,,3940.253,,Dodoma
Tanzania,TZA,2065,,3852.3113,,Dodoma
Tanzania,TZA,2070,,3912.9094,,Dodoma
Tanzania,TZA,2075,,4001.659,,Dodoma
Tanzania,TZA,2080,,3918.7417,,Dodoma
Tanzania,TZA,2085,,3961.472,,Dodoma
Tanzania,TZA,2090,,3979.6008,,Dodoma
Tanzania,TZA,2095,,4034.565,,Dodoma
Tanzania,TZA,2100,,4092.8635,,Dodoma
Thailand,THA,1975,4809.976,,Bangkok,
Thailand,THA,1980,5134.42,,Bangkok,
Thailand,THA,1985,5301.6313,,Bangkok,
Thailand,THA,1990,5276.9434,,Bangkok,
Thailand,THA,1995,4976.96,,Bangkok,
Thailand,THA,2000,4825.499,,Bangkok,
Thailand,THA,2005,4984.1826,,Bangkok,
Thailand,THA,2010,5408.8906,,Bangkok,
Thailand,THA,2015,5890.6235,,Bangkok,
Thailand,THA,2020,6634.657,6634.657,Bangkok,Bangkok
Thailand,THA,2025,,6832.123,,Bangkok
Thailand,THA,2030,,7001.109,,Bangkok
Thailand,THA,2035,,7069.1885,,Bangkok
Thailand,THA,2040,,7097.719,,Bangkok
Thailand,THA,2045,,7053.3545,,Bangkok
Thailand,THA,2050,,7029.2705,,Bangkok
Thailand,THA,2055,,7000.74,,Bangkok
Thailand,THA,2060,,6961.501,,Bangkok
Thailand,THA,2065,,6879.5757,,Bangkok
Thailand,THA,2070,,6856.528,,Bangkok
Thailand,THA,2075,,6830.6016,,Bangkok
Thailand,THA,2080,,6756.5596,,Bangkok
Thailand,THA,2085,,6666.409,,Bangkok
Thailand,THA,2090,,6584.842,,Bangkok
Thailand,THA,2095,,6476.3794,,Bangkok
Thailand,THA,2100,,6358.619,,Bangkok
Togo,TGO,1975,2908.8962,,Lomé,
Togo,TGO,1980,3004.6528,,Lomé,
Togo,TGO,1985,3529.2275,,Lomé,
Togo,TGO,1990,4023.6646,,Lomé,
Togo,TGO,1995,4014.3088,,Lomé,
Togo,TGO,2000,4586.809,,Lomé,
Togo,TGO,2005,4764.6606,,Lomé,
Togo,TGO,2010,5263.389,,Lomé,
Togo,TGO,2015,5773.6626,,Lomé,
Togo,TGO,2020,6577.084,6577.084,Lomé,Lomé
Togo,TGO,2025,,6783.7393,,Lomé
Togo,TGO,2030,,6839.1963,,Lomé
Togo,TGO,2035,,7080.565,,Lomé
Togo,TGO,2040,,7393.0283,,Lomé
Togo,TGO,2045,,7578.9614,,Lomé
Togo,TGO,2050,,7763.164,,Lomé
Togo,TGO,2055,,7481.459,,Lomé
Togo,TGO,2060,,7590.5635,,Lomé
Togo,TGO,2065,,7678.1323,,Lomé
Togo,TGO,2070,,7864.2246,,Lomé
Togo,TGO,2075,,7927.579,,Lomé
Togo,TGO,2080,,7902.1455,,Lomé
Togo,TGO,2085,,7961.99,,Lomé
Togo,TGO,2090,,8018.476,,Lomé
Togo,TGO,2095,,8066.5366,,Lomé
Togo,TGO,2100,,8105.9165,,Lomé
Tonga,TON,2060,,2399.9048,,Nuku'alofa
Tonga,TON,2065,,2314.4128,,Nuku'alofa
Tonga,TON,2070,,2340.7273,,Nuku'alofa
Tonga,TON,2075,,2315.002,,Nuku'alofa
Tonga,TON,2080,,2338.6624,,Nuku'alofa
Tonga,TON,2085,,2358.6323,,Nuku'alofa
Tonga,TON,2090,,2369.2275,,Nuku'alofa
Tonga,TON,2095,,2377.8806,,Nuku'alofa
Tonga,TON,2100,,2379.9666,,Nuku'alofa
Trinidad and Tobago,TTO,1975,2829.779,,Port of Spain,
Trinidad and Tobago,TTO,1980,3086.4028,,Port of Spain,
Trinidad and Tobago,TTO,1985,3124.967,,Port of Spain,
Trinidad and Tobago,TTO,1990,3174.8923,,Port of Spain,
Trinidad and Tobago,TTO,1995,3177.7478,,Port of Spain,
Trinidad and Tobago,TTO,2000,3190.8213,,Port of Spain,
Trinidad and Tobago,TTO,2005,3163.5012,,Port of Spain,
Trinidad and Tobago,TTO,2010,3120.4106,,Port of Spain,
Trinidad and Tobago,TTO,2015,3089.8884,,Port of Spain,
Trinidad and Tobago,TTO,2020,3081.3235,3081.3235,Port of Spain,Port of Spain
Trinidad and Tobago,TTO,2025,,3124.8804,,Port of Spain
Trinidad and Tobago,TTO,2030,,3118.9292,,Port of Spain
Trinidad and Tobago,TTO,2035,,3095.9534,,Port of Spain
Trinidad and Tobago,TTO,2040,,3051.3867,,Port of Spain
Trinidad and Tobago,TTO,2045,,3061.993,,Port of Spain
Trinidad and Tobago,TTO,2050,,2997.8188,,Port of Spain
Trinidad and Tobago,TTO,2055,,2925.5383,,Port of Spain
Trinidad and Tobago,TTO,2060,,2842.8064,,Port of Spain
Trinidad and Tobago,TTO,2065,,2781.1313,,Port of Spain
Trinidad and Tobago,TTO,2070,,2681.556,,Port of Spain
Trinidad and Tobago,TTO,2075,,2578.6567,,Port of Spain
Trinidad and Tobago,TTO,2080,,2482.6929,,Port of Spain
Trinidad and Tobago,TTO,2085,,2390.2737,,Port of Spain
Trinidad and Tobago,TTO,2090,,2307.015,,Port of Spain
Trinidad and Tobago,TTO,2095,,2269.5664,,Port of Spain
Trinidad and Tobago,TTO,2100,,2262.593,,Port of Spain
Tunisia,TUN,1975,4445.57,,Tunis,
Tunisia,TUN,1980,4769.5444,,Tunis,
Tunisia,TUN,1985,4540.7754,,Tunis,
Tunisia,TUN,1990,5022.5586,,Tunis,
Tunisia,TUN,1995,5160.821,,Tunis,
Tunisia,TUN,2000,5155.6167,,Tunis,
Tunisia,TUN,2005,5117.886,,Tunis,
Tunisia,TUN,2010,5369.933,,Tunis,
Tunisia,TUN,2015,5007.1616,,Tunis,
Tunisia,TUN,2020,5502.456,5502.456,Tunis,Tunis
Tunisia,TUN,2025,,5647.0967,,Tunis
Tunisia,TUN,2030,,5709.4624,,Tunis
Tunisia,TUN,2035,,5753.772,,Tunis
Tunisia,TUN,2040,,5778.982,,Tunis
Tunisia,TUN,2045,,5806.8374,,Tunis
Tunisia,TUN,2050,,5598.981,,Tunis
Tunisia,TUN,2055,,5587.5737,,Tunis
Tunisia,TUN,2060,,5530.1504,,Tunis
Tunisia,TUN,2065,,5546.0635,,Tunis
Tunisia,TUN,2070,,5453.5186,,Tunis
Tunisia,TUN,2075,,5368.704,,Tunis
Tunisia,TUN,2080,,5279.7246,,Tunis
Tunisia,TUN,2085,,5188.3613,,Tunis
Tunisia,TUN,2090,,5193.3477,,Tunis
Tunisia,TUN,2095,,5079.026,,Tunis
Tunisia,TUN,2100,,4952.666,,Tunis
Turkey,TUR,1975,6551.9717,,Ankara,
Turkey,TUR,1980,6985.2095,,Ankara,
Turkey,TUR,1985,7195.2417,,Ankara,
Turkey,TUR,1990,7709.208,,Ankara,
Turkey,TUR,1995,7902.965,,Ankara,
Turkey,TUR,2000,8327.845,,Ankara,
Turkey,TUR,2005,8626.512,,Ankara,
Turkey,TUR,2010,8665.008,,Ankara,
Turkey,TUR,2015,8991.788,,Ankara,
Turkey,TUR,2020,10007.378,10007.378,Ankara,Ankara
Turkey,TUR,2025,,10006.235,,Ankara
Turkey,TUR,2030,,10207.489,,Ankara
Turkey,TUR,2035,,10055.935,,Ankara
Turkey,TUR,2040,,9970.47,,Ankara
Turkey,TUR,2045,,10035.179,,Ankara
Turkey,TUR,2050,,9888.518,,Ankara
Turkey,TUR,2055,,9912.856,,Ankara
Turkey,TUR,2060,,9841.726,,Ankara
Turkey,TUR,2065,,9758.557,,Ankara
Turkey,TUR,2070,,9634.294,,Ankara
Turkey,TUR,2075,,9469.936,,Ankara
Turkey,TUR,2080,,9298.143,,Ankara
Turkey,TUR,2085,,9282.919,,Ankara
Turkey,TUR,2090,,9031.914,,Ankara
Turkey,TUR,2095,,8733.785,,Ankara
Turkey,TUR,2100,,8562.785,,Ankara
Turkmenistan,TKM,1975,4212.5347,,Ashgabat,
Turkmenistan,TKM,1980,4562.1445,,Ashgabat,
Turkmenistan,TKM,1985,5249.862,,Ashgabat,
Turkmenistan,TKM,1990,6185.9497,,Ashgabat,
Turkmenistan,TKM,1995,6450.375,,Ashgabat,
Turkmenistan,TKM,2000,6484.8247,,Ashgabat,
Turkmenistan,TKM,2005,6283.654,,Ashgabat,
Turkmenistan,TKM,2010,6835.569,,Ashgabat,
Turkmenistan,TKM,2015,7737.323,,Ashgabat,
Turkmenistan,TKM,2020,8686.733,8686.733,Ashgabat,Ashgabat
Turkmenistan,TKM,2025,,8828.424,,Ashgabat
Turkmenistan,TKM,2030,,9419.607,,Ashgabat
Turkmenistan,TKM,2035,,8058.9604,,Ashgabat
Turkmenistan,TKM,2040,,8148.8584,,Ashgabat
Turkmenistan,TKM,2045,,8172.39,,Ashgabat
Turkmenistan,TKM,2050,,8293.99,,Ashgabat
Turkmenistan,TKM,2055,,8367.886,,Ashgabat
Turkmenistan,TKM,2060,,8126.592,,Ashgabat
Turkmenistan,TKM,2065,,8220.601,,Ashgabat
Turkmenistan,TKM,2070,,8261.315,,Ashgabat
Turkmenistan,TKM,2075,,8297.359,,Ashgabat
Turkmenistan,TKM,2080,,8363.909,,Ashgabat
Turkmenistan,TKM,2085,,8394.41,,Ashgabat
Turkmenistan,TKM,2090,,8306.211,,Ashgabat
Turkmenistan,TKM,2095,,8306.365,,Ashgabat
Turkmenistan,TKM,2100,,8247.978,,Ashgabat
Uganda,UGA,1975,3511.7173,,Kampala,
Uganda,UGA,1980,3721.594,,Kampala,
Uganda,UGA,1985,4209.485,,Kampala,
Uganda,UGA,1990,4522.437,,Kampala,
Uganda,UGA,1995,4609.031,,Kampala,
Uganda,UGA,2000,4611.1865,,Kampala,
Uganda,UGA,2005,4878.382,,Kampala,
Uganda,UGA,2010,4795.174,,Kampala,
Uganda,UGA,2015,5185.3447,,Kampala,
Uganda,UGA,2020,5629.0854,5629.0854,Kampala,Kampala
Uganda,UGA,2025,,5981.548,,Kampala
Uganda,UGA,2030,,6335.431,,Kampala
Uganda,UGA,2035,,6531.314,,Kampala
Uganda,UGA,2040,,6694.736,,Kampala
Uganda,UGA,2045,,6621.9766,,Kampala
Uganda,UGA,2050,,6834.3057,,Kampala
Uganda,UGA,2055,,6912.0874,,Kampala
Uganda,UGA,2060,,7026.404,,Kampala
Uganda,UGA,2065,,6984.524,,Kampala
Uganda,UGA,2070,,6956.255,,Kampala
Uganda,UGA,2075,,6947.5664,,Kampala
Uganda,UGA,2080,,6754.102,,Kampala
Uganda,UGA,2085,,6637.1826,,Kampala
Uganda,UGA,2090,,6488.3813,,Kampala
Uganda,UGA,2095,,6504.3813,,Kampala
Uganda,UGA,2100,,6482.9116,,Kampala
Ukraine,UKR,1975,6161.5205,,Kyiv,
Ukraine,UKR,1980,6809.9424,,Kyiv,
Ukraine,UKR,1985,7036.906,,Kyiv,
Ukraine,UKR,1990,7352.7837,,Kyiv,
Ukraine,UKR,1995,7216.254,,Kyiv,
Ukraine,UKR,2000,7183.7285,,Kyiv,
Ukraine,UKR,2005,6841.378,,Kyiv,
Ukraine,UKR,2010,6735.254,,Kyiv,
Ukraine,UKR,2015,6879.091,,Kyiv,
Ukraine,UKR,2020,6865.8086,6865.8086,Kyiv,Kyiv
Ukraine,UKR,2025,,6455.7554,,Kyiv
Ukraine,UKR,2030,,6556.266,,Kyiv
Ukraine,UKR,2035,,6537.8706,,Kyiv
Ukraine,UKR,2040,,6431.3267,,Kyiv
Ukraine,UKR,2045,,6300.304,,Kyiv
Ukraine,UKR,2050,,6150.604,,Kyiv
Ukraine,UKR,2055,,5983.79,,Kyiv
Ukraine,UKR,2060,,5780.1714,,Kyiv
Ukraine,UKR,2065,,5570.948,,Kyiv
Ukraine,UKR,2070,,5443.105,,Kyiv
Ukraine,UKR,2075,,5310.5264,,Kyiv
Ukraine,UKR,2080,,5174.281,,Kyiv
Ukraine,UKR,2085,,4910.4624,,Kyiv
Ukraine,UKR,2090,,4714.1113,,Kyiv
Ukraine,UKR,2095,,4468.3633,,Kyiv
Ukraine,UKR,2100,,4255.2114,,Kyiv
United Arab Emirates,ARE,1980,3053.2002,,Abu Dhabi,
United Arab Emirates,ARE,1985,3447.5193,,Abu Dhabi,
United Arab Emirates,ARE,1990,3842.6548,,Abu Dhabi,
United Arab Emirates,ARE,1995,4007.7952,,Abu Dhabi,
United Arab Emirates,ARE,2000,4025.0295,,Abu Dhabi,
United Arab Emirates,ARE,2005,3035.1477,,Abu Dhabi,
United Arab Emirates,ARE,2010,4210.3477,,Abu Dhabi,
United Arab Emirates,ARE,2015,4108.356,,Abu Dhabi,
United Arab Emirates,ARE,2020,3898.1135,3898.1135,Abu Dhabi,Abu Dhabi
United Arab Emirates,ARE,2025,,4082.167,,Abu Dhabi
United Arab Emirates,ARE,2030,,4078.3496,,Abu Dhabi
United Arab Emirates,ARE,2035,,4255.4424,,Abu Dhabi
United Arab Emirates,ARE,2040,,4349.63,,Abu Dhabi
United Arab Emirates,ARE,2045,,4525.635,,Abu Dhabi
United Arab Emirates,ARE,2050,,4630.101,,Abu Dhabi
United Arab Emirates,ARE,2055,,4724.07,,Abu Dhabi
United Arab Emirates,ARE,2060,,4910.246,,Abu Dhabi
United Arab Emirates,ARE,2065,,5067.155,,Abu Dhabi
United Arab Emirates,ARE,2070,,5148.7373,,Abu Dhabi
United Arab Emirates,ARE,2075,,5287.604,,Abu Dhabi
United Arab Emirates,ARE,2080,,5460.232,,Abu Dhabi
United Arab Emirates,ARE,2085,,5637.039,,Abu Dhabi
United Arab Emirates,ARE,2090,,5704.0786,,Abu Dhabi
United Arab Emirates,ARE,2095,,5702.018,,Abu Dhabi
United Arab Emirates,ARE,2100,,5780.8174,,Abu Dhabi
United Kingdom,GBR,1975,4742.498,,London,
United Kingdom,GBR,1980,4547.6367,,London,
United Kingdom,GBR,1985,4547.406,,London,
United Kingdom,GBR,1990,4553.9873,,London,
United Kingdom,GBR,1995,4705.9097,,London,
United Kingdom,GBR,2000,4829.371,,London,
United Kingdom,GBR,2005,5014.3345,,London,
United Kingdom,GBR,2010,5376.649,,London,
United Kingdom,GBR,2015,5718.0166,,London,
United Kingdom,GBR,2020,6122.181,6122.181,London,London
United Kingdom,GBR,2025,,6328.323,,London
United Kingdom,GBR,2030,,6497.7856,,London
United Kingdom,GBR,2035,,6623.53,,London
United Kingdom,GBR,2040,,6586.4004,,London
United Kingdom,GBR,2045,,6615.753,,London
United Kingdom,GBR,2050,,6664.18,,London
United Kingdom,GBR,2055,,6716.685,,London
United Kingdom,GBR,2060,,6738.4233,,London
United Kingdom,GBR,2065,,6754.488,,London
United Kingdom,GBR,2070,,6798.8145,,London
United Kingdom,GBR,2075,,6823.6836,,London
United Kingdom,GBR,2080,,6852.553,,London
United Kingdom,GBR,2085,,6866.3003,,London
United Kingdom,GBR,2090,,6863.314,,London
United Kingdom,GBR,2095,,6847.449,,London
United Kingdom,GBR,2100,,6813.351,,London
United States,USA,1975,3159.4673,,Washington,
United States,USA,1980,3021.534,,Washington,
United States,USA,1985,2825.2358,,Washington,
United States,USA,1990,2699.0874,,Washington,
United States,USA,1995,2664.3677,,Washington,
United States,USA,2000,2549.6821,,Washington,
United States,USA,2005,2548.3394,,Washington,
United States,USA,2010,2623.122,,Washington,
United States,USA,2015,2649.6113,,Washington,
United States,USA,2020,2789.658,2789.658,Washington,Washington
United States,USA,2025,,2757.1821,,Washington
United States,USA,2030,,2789.0742,,Washington
United States,USA,2035,,2834.9854,,Washington
United States,USA,2040,,2837.469,,Washington
United States,USA,2045,,2808.269,,Washington
United States,USA,2050,,2820.3862,,Washington
United States,USA,2055,,2843.3901,,Washington
United States,USA,2060,,2856.0212,,Washington
United States,USA,2065,,2875.0151,,Washington
United States,USA,2070,,2893.829,,Washington
United States,USA,2075,,2917.393,,Washington
United States,USA,2080,,2933.6233,,Washington
United States,USA,2085,,2947.4294,,Washington
United States,USA,2090,,2962.4941,,Washington
United States,USA,2095,,2976.6116,,Washington
United States,USA,2100,,2976.2014,,Washington
Uruguay,URY,1975,5857.9526,,Montevideo,
Uruguay,URY,1980,5884.636,,Montevideo,
Uruguay,URY,1985,5923.3438,,Montevideo,
Uruguay,URY,1990,5921.4023,,Montevideo,
Uruguay,URY,1995,5862.0693,,Montevideo,
Uruguay,URY,2000,5693.8027,,Montevideo,
Uruguay,URY,2005,5568.503,,Montevideo,
Uruguay,URY,2010,5583.424,,Montevideo,
Uruguay,URY,2015,5518.8457,,Montevideo,
Uruguay,URY,2020,5412.9116,5412.9116,Montevideo,Montevideo
Uruguay,URY,2025,,5369.0215,,Montevideo
Uruguay,URY,2030,,5352.497,,Montevideo
Uruguay,URY,2035,,5296.457,,Montevideo
Uruguay,URY,2040,,5265.8257,,Montevideo
Uruguay,URY,2045,,5222.088,,Montevideo
Uruguay,URY,2050,,5155.363,,Montevideo
Uruguay,URY,2055,,5079.6,,Montevideo
Uruguay,URY,2060,,4979.354,,Montevideo
Uruguay,URY,2065,,4899.0215,,Montevideo
Uruguay,URY,2070,,4776.3516,,Montevideo
Uruguay,URY,2075,,4638.907,,Montevideo
Uruguay,URY,2080,,4489.222,,Montevideo
Uruguay,URY,2085,,4321.859,,Montevideo
Uruguay,URY,2090,,4145.2954,,Montevideo
Uruguay,URY,2095,,3998.371,,Montevideo
Uruguay,URY,2100,,3871.611,,Montevideo
Uzbekistan,UZB,1975,5514.6357,,Tashkent,
Uzbekistan,UZB,1980,5764.4873,,Tashkent,
Uzbekistan,UZB,1985,5892.012,,Tashkent,
Uzbekistan,UZB,1990,6012.0317,,Tashkent,
Uzbekistan,UZB,1995,6165.7524,,Tashkent,
Uzbekistan,UZB,2000,6246.9946,,Tashkent,
Uzbekistan,UZB,2005,6149.123,,Tashkent,
Uzbekistan,UZB,2010,6278.61,,Tashkent,
Uzbekistan,UZB,2015,6456.9077,,Tashkent,
Uzbekistan,UZB,2020,6446.073,6446.073,Tashkent,Tashkent
Uzbekistan,UZB,2025,,6570.6064,,Tashkent
Uzbekistan,UZB,2030,,6410.0874,,Tashkent
Uzbekistan,UZB,2035,,6581.0825,,Tashkent
Uzbekistan,UZB,2040,,6545.0996,,Tashkent
Uzbekistan,UZB,2045,,6439.142,,Tashkent
Uzbekistan,UZB,2050,,6546.408,,Tashkent
Uzbekistan,UZB,2055,,6530.5986,,Tashkent
Uzbekistan,UZB,2060,,6659.957,,Tashkent
Uzbekistan,UZB,2065,,6674.45,,Tashkent
Uzbekistan,UZB,2070,,6737.158,,Tashkent
Uzbekistan,UZB,2075,,6704.954,,Tashkent
Uzbekistan,UZB,2080,,6800.038,,Tashkent
Uzbekistan,UZB,2085,,6882.1113,,Tashkent
Uzbekistan,UZB,2090,,6890.507,,Tashkent
Uzbekistan,UZB,2095,,6960.7544,,Tashkent
Uzbekistan,UZB,2100,,7010.3154,,Tashkent
Vanuatu,VUT,2025,,2405.1194,,Port Vila
Vanuatu,VUT,2030,,2025.3541,,Port Vila
Vanuatu,VUT,2035,,2080.008,,Port Vila
Vanuatu,VUT,2040,,2256.3928,,Port Vila
Vanuatu,VUT,2045,,2375.6665,,Port Vila
Vanuatu,VUT,2050,,2357.5305,,Port Vila
Vanuatu,VUT,2055,,2366.9192,,Port Vila
Vanuatu,VUT,2060,,2409.7434,,Port Vila
Vanuatu,VUT,2065,,2447.6882,,Port Vila
Vanuatu,VUT,2070,,2507.5806,,Port Vila
Vanuatu,VUT,2075,,2573.697,,Port Vila
Vanuatu,VUT,2080,,2630.9849,,Port Vila
Vanuatu,VUT,2085,,2709.7983,,Port Vila
Vanuatu,VUT,2090,,2779.7593,,Port Vila
Vanuatu,VUT,2095,,2839.5864,,Port Vila
Vanuatu,VUT,2100,,2888.85,,Port Vila
Venezuela,VEN,1975,9478.626,,Caracas,
Venezuela,VEN,1980,10020.867,,Caracas,
Venezuela,VEN,1985,10115.379,,Caracas,
Venezuela,VEN,1990,10225.244,,Caracas,
Venezuela,VEN,1995,10170.746,,Caracas,
Venezuela,VEN,2000,10134.569,,Caracas,
Venezuela,VEN,2005,9935.514,,Caracas,
Venezuela,VEN,2010,9917.775,,Caracas,
Venezuela,VEN,2015,9897.227,,Caracas,
Venezuela,VEN,2020,8502.394,8502.394,Caracas,Caracas
Venezuela,VEN,2025,,8365.8,,Caracas
Venezuela,VEN,2030,,8394.104,,Caracas
Venezuela,VEN,2035,,8434.534,,Caracas
Venezuela,VEN,2040,,8441.263,,Caracas
Venezuela,VEN,2045,,8408.09,,Caracas
Venezuela,VEN,2050,,8333.343,,Caracas
Venezuela,VEN,2055,,8246.518,,Caracas
Venezuela,VEN,2060,,8132.188,,Caracas
Venezuela,VEN,2065,,8018.639,,Caracas
Venezuela,VEN,2070,,7879.1104,,Caracas
Venezuela,VEN,2075,,7747.293,,Caracas
Venezuela,VEN,2080,,7596.958,,Caracas
Venezuela,VEN,2085,,7449.461,,Caracas
Venezuela,VEN,2090,,7270.822,,Caracas
Venezuela,VEN,2095,,7108.986,,Caracas
Venezuela,VEN,2100,,6899.922,,Caracas
Vietnam,VNM,1975,7501.762,,Hanoi,
Vietnam,VNM,1980,7418.464,,Hanoi,
Vietnam,VNM,1985,6562.812,,Hanoi,
Vietnam,VNM,1990,6511.322,,Hanoi,
Vietnam,VNM,1995,5440.127,,Hanoi,
Vietnam,VNM,2000,5296.0273,,Hanoi,
Vietnam,VNM,2005,5445.176,,Hanoi,
